10	9.4945	5.9256	10.704
20	5.4714	8.0879	11.551
30	8.7566	6.1385	11.707
40	9.3738	4.3174	11.766
50	8.0322	5.3103	9.6401
60	6.5651	8.1208	6.2128
70	6.4218	6.8131	9.5274
80	9.4367	7.2484	7.3106
90	6.2666	5.0146	11.013
100	5.8336	6.7303	8.0474
110	9.0337	5.7496	11.536
120	10.47	5.0386	9.0931
130	5.3813	5.6397	6.4908
140	8.1055	7.8583	6.9047
150	9.7159	7.4012	11.858
160	8.6433	4.9775	11.285
170	9.2288	5.9239	6.4174
180	6.9246	4.9392	7.085
190	10.28	4.9644	9.4233
200	9.1903	7.5047	6.5936
210	8.2682	4.8921	9.0596
220	6.1222	4.9298	9.1329
230	7.3613	4.768	9.1713
240	8.9736	7.3614	10.244
250	7.7284	6.3135	6.1325
260	7.6865	4.2842	7.6872
270	8.6714	6.0942	8.079
280	8.1106	6.0473	7.8452
290	8.8463	5.0695	11.192
300	8.5818	7.4709	9.4432
310	9.6762	7.2105	11.434
320	8.1562	7.5192	8.4389
330	10.231	7.1205	9.2858
340	7.0713	4.2882	7.9787
350	5.845	5.5665	6.482
360	6.9719	4.3969	7.8675
370	5.9711	7.5486	6.5169
380	9.802	4.8532	8.3201
390	5.6115	6.3642	8.7616
400	8.7171	7.3754	11.516
410	8.2953	7.9844	8.0719
420	9.7516	5.1596	6.1535
430	6.4265	6.7135	10.313
440	9.9529	7.7111	6.6056
450	7.245	4.5017	10.259
460	9.4051	4.8524	9.76
470	6.9465	7.6149	8.1025
480	10.098	7.9471	8.9373
490	7.1049	4.313	9.539
500	6.2446	5.7421	7.4054
510	7.4641	6.5932	6.9404
520	5.8611	6.9003	9.1116
530	9.7614	4.5154	12.05
540	6.1703	6.9097	8.9316
550	7.419	5.6397	7.2307
560	10.421	7.1763	10.229
570	10.654	4.1779	11.713
580	7.806	5.1313	8.747
590	9.7882	7.9554	9.0582
600	6.7075	8.0979	6.9166
610	8.5621	7.9069	9.223
620	10.199	7.5694	11.026
630	8.2254	6.3676	6.2115
640	8.5237	6.695	8.2114
650	5.5707	5.2773	10.602
660	7.2747	8.0878	8.9685
670	5.7869	7.7691	8.1033
680	6.9974	4.5081	8.1673
690	7.1328	7.7649	6.9822
700	9.5079	6.6722	10.039
710	5.5743	8.0196	11.465
720	7.6623	7.6515	8.7275
730	7.0482	5.0507	9.0429
740	8.7718	4.3328	10.418
750	7.2166	4.6401	9.2813
760	5.5911	7.9986	9.687
770	10.077	5.544	7.3497
780	9.4512	5.9257	7.0552
790	10.067	6.4389	8.7288
800	7.598	5.2765	7.3326
810	8.6061	6.4023	12.122
820	8.1124	5.227	8.7057
830	8.5646	7.8383	11.315
840	6.7656	5.9461	10.233
850	6.9728	7.917	8.594
860	5.4963	4.4937	10.516
870	6.9846	7.3735	7.0608
